unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
1199,37.963657201133785,388768466,389655545,389384351,1,1,2.0043,24.5516,26.566,61.5885,88.7079,0,1.38790847E-05,7.22869E-08,9.15527344E-05,14.5898638,14.5898724,8.583069E-06,0.9999995,0.9999995,0,1057,0,0,0
1200,37.98781080113379,388942179,389897438,389653308,1,1,0.0192,29.0317,29.0701,71.1129,95.5259,0,1.35920982E-05,7.07921757E-08,9.15527344E-05,16.0839729,16.0839729,0,0.9999999,0.9999999,0,1058,0,0,0
1202,38.038400601133787,389587257,390402582,389893547,1,1,0.0156,21.1541,21.1846,30.629,81.5325,0,1.3823962E-05,7.19998E-08,9.15527344E-05,8.88821,8.88820648,3.81469727E-06,0.999862,0.999862,0,1059,0,0,0
1203,38.066166301133784,389738156,390680605,390167054,1,1,0.0153,22.0245,22.0599,42.8898,94.2449,0,1.40148177E-05,7.299384E-08,9.15527344E-05,7.5444355,7.54443169,3.81469727E-06,0.999471247,0.999471247,0,1060,0,0,0
1204,38.093562101133784,390049097,390954851,390396829,1,1,0.0122,21.6025,21.6274,34.7732,90.5754,0,1.3341687E-05,6.948795E-08,9.15527344E-05,5.80748558,5.80748653,9.536743E-07,0.997004032,0.997004032,0,1061,0,0,0
1205,38.12505940113379,390207494,391269805,390952460,1,1,0.0158,38.0559,38.0908,74.4966,106.2311,0,1.32075947E-05,6.87895536E-08,9.918213E-05,6.059495,6.0594945,4.76837158E-07,0.9976699,0.9976699,0,1062,0,0,0
1206,38.155927201133785,390530338,391578289,391265569,1,1,9.4429,15.9024,25.3684,73.5231,104.7951,0,1.27093417E-05,6.619449E-08,9.918213E-05,5.97471142,5.97470665,4.76837158E-06,0.99746424,0.9974642,5.96046448E-08,1064,0,0,0
1207,38.17931220113379,390849971,391811754,391574257,1,1,0.016,30.8438,30.8784,72.4286,96.1783,0,1.28191414E-05,6.676636E-08,0.000106811523,5.98543453,5.98542738,7.15255737E-06,0.9974912,0.9974912,0,1064,0,0,0
1209,38.232040901133786,391494229,392339569,391804299,1,1,0.0142,20.4572,20.487,31.007,84.534,0,1.28022639E-05,6.667846E-08,0.000122070313,5.23986435,5.239859,5.24520874E-06,0.994726956,0.994726956,0,1066,0,0,0
1211,38.288243601133786,391827293,392901193,392335698,1,1,2.5176,21.5276,24.0725,50.8405,107.39,0,1.14762743E-05,5.977226E-08,9.15527344E-05,6.730155,6.7301507,4.29153442E-06,0.9988071,0.9988071,0,1069,0,0,0
1213,38.34474090113379,392455261,393466740,392896476,1,1,23.6058,0.6521,24.6904,44.1215,101.1479,0,1.164187E-05,6.063474E-08,9.15527344E-05,9.641107,9.641113,6.67572E-06,0.999935031,0.999935031,0,1071,0,0,0
1214,38.375667001133785,392785137,393775857,393184713,1,1,0.0154,25.455,25.4875,39.9576,99.072,0,1.341219E-05,6.98551545E-08,9.15527344E-05,13.3676081,13.367609,9.536743E-07,0.99999845,0.99999845,0,1072,0,0,0
1216,38.434627201133786,393436751,394365643,393771965,1,1,0.0181,26.2595,26.2917,33.5214,92.8892,0,1.45396625E-05,7.572741E-08,9.918213E-05,11.8676338,11.867631,2.861023E-06,0.999992967,0.999992967,0,1074,0,0,0
1217,38.465213301133787,393740376,394671181,394071608,1,1,0.0149,28.3656,28.3928,33.1232,93.0805,0,1.6113E-05,8.392187E-08,0.000106811523,7.024188,7.024187,9.536743E-07,0.9991107,0.9991107,0,1074,0,0,0
1219,38.518489101133788,394207754,395204114,394666953,1,1,0.0153,27.7303,27.7622,45.9199,99.636,0,1.38630221E-05,7.220324E-08,0.000106811523,12.3588734,12.3588638,9.536743E-06,0.9999957,0.9999957,0,1077,0,0,0
1221,38.57635670113379,394859560,395782551,395201156,1,1,0.9618,24.2806,25.2648,34.1596,92.2991,0,1.37706975E-05,7.172238E-08,0.000106811523,6.722805,6.722798,7.15255737E-06,0.9987983,0.998798251,5.96046448E-08,1079,0,0,0
1222,38.604831501133788,395176165,396067601,395469916,1,1,0.0166,22.1776,22.2113,29.3751,89.1436,0,1.52491521E-05,7.942267E-08,0.000106811523,11.3317175,11.3317251,7.62939453E-06,0.999988,0.999988,0,1080,0,0,0
1224,38.663975601133785,395669684,396659132,396064798,1,1,0.0152,26.0329,26.063,39.5114,98.9448,0,1.48221343E-05,7.71986137E-08,0.000106811523,11.8105574,11.8105574,0,0.999992549,0.999992549,0,1080,0,0,0
