unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
980,30.880323203741497,317820944,318753497,318236726,1,1,0.0098,25.3854,25.4065,41.5782,93.2553,0,1.56169626E-05,8.133835E-08,9.15527344E-05,12.2426434,12.2426405,2.861023E-06,0.9999952,0.9999952,0,870,0,0,0
982,30.934964303741495,318428730,319299962,318749619,1,1,1.3102,18.2218,19.5423,32.0889,87.1232,0,1.57412323E-05,8.198558E-08,0.0001373291,6.32365131,6.323658,6.67572E-06,0.998209834,0.998209834,0,871,0,0,0
983,30.963232203741498,318587732,319582426,319042887,1,1,0.0185,23.5398,23.5725,45.5155,99.4694,0,1.57150334E-05,8.184913E-08,0.000106811523,8.377136,8.377134,1.90734863E-06,0.99977,0.99977,0,872,0,0,0
984,30.991459203741496,318929079,319864902,319580247,1,1,0.0159,24.5826,24.6109,65.1168,93.5823,0,1.52973334E-05,7.967361E-08,0.0001373291,9.609184,9.609184,0,0.9999329,0.9999329,0,873,0,0,0
985,31.015614103741495,319228991,320106640,319861040,1,1,0.0139,27.5423,27.568,63.2049,87.7649,0,1.559872E-05,8.12433356E-08,0.000106811523,3.13603568,3.13603139,4.29153442E-06,0.95835495,0.9583548,1.78813934E-07,874,0,0,0
987,31.064586103741494,319719839,320596004,320104127,1,1,0.023,19.9464,19.9919,38.4288,87.6165,0,1.51096792E-05,7.8696246E-08,9.15527344E-05,6.147279,6.14727974,9.536743E-07,0.99786526,0.99786526,0,875,0,0,0
988,31.086885503741495,320039697,320819426,320345820,1,1,0.0093,22.2268,22.2453,30.6123,77.9729,0,1.46200082E-05,7.61458736E-08,0.000106811523,6.46326447,6.46326256,1.90734863E-06,0.9984427,0.9984427,0,876,0,0,0
989,31.114115103741494,320214073,321091374,320593627,1,1,0.0232,22.5764,22.6159,37.9554,87.7301,0,1.592243E-05,8.292932E-08,0.000106811523,5.53737259,5.53736448,8.106232E-06,0.9960786,0.996078551,5.96046448E-08,878,0,0,0
990,31.140108503741491,320527113,321351139,321088403,1,1,0.0164,21.4988,21.5298,56.129,82.4026,0,1.5367883E-05,8.00410547E-08,0.000106811523,8.102077,8.102075,1.90734863E-06,0.9996972,0.9996972,0,878,0,0,0
992,31.190901703741492,320995914,321859014,321348855,1,1,2.7966,21.5286,24.3464,35.2941,86.31,0,1.5827045E-05,8.243253E-08,0.000106811523,3.94811654,3.94811344,3.09944153E-06,0.9810741,0.981074035,5.96046448E-08,880,0,0,0
994,31.237910603741494,321487043,322329234,321855720,1,1,0.0189,23.7052,23.7381,36.8677,84.2191,0,1.556823E-05,8.108453E-08,9.15527344E-05,5.287607,5.287608,9.536743E-07,0.9949716,0.9949716,0,882,0,0,0
995,31.265644803741491,321795995,322606753,322127501,1,1,0.0145,25.1356,25.1692,33.1506,81.0758,0,1.43750221E-05,7.486991E-08,9.15527344E-05,12.1346922,12.1346874,4.76837158E-06,0.999994636,0.999994636,0,883,0,0,0
996,31.288937203741494,321948766,322839092,322327544,1,1,0.0099,18.4868,18.5106,37.8778,89.0326,0,1.45561053E-05,7.581305E-08,9.15527344E-05,7.69462967,7.694627,2.861023E-06,0.9995449,0.9995449,0,884,0,0,0
997,31.315412503741495,322276684,323103525,322602720,1,1,0.018,20.1352,20.1637,32.6036,82.6841,0,1.51499544E-05,7.890601E-08,0.000106811523,10.1277313,10.1277351,3.81469727E-06,0.999960065,0.999960065,0,885,0,0,0
998,31.341664603741496,322584452,323366819,322826367,1,1,0.0131,20.5697,20.5992,24.1915,78.2367,0,1.42569006E-05,7.425469E-08,9.15527344E-05,9.956176,9.956175,9.536743E-07,0.999952555,0.999952555,0,885,0,0,0
999,31.376236803741495,322751055,323712484,323093845,1,1,0.0308,23.3052,23.3538,34.279,96.1429,0,1.55571E-05,8.102656E-08,0.000106811523,12.4515648,12.4515667,1.90734863E-06,0.999996066,0.999996066,0,887,0,0,0
1000,31.410024603741494,322914653,324050350,323361375,1,1,0.0164,23.506,23.5426,44.6722,113.5697,0,1.587888E-05,8.27025062E-08,0.000122070313,12.0443449,12.044342,2.861023E-06,0.9999941,0.9999941,0,888,0,0,0
1002,31.462652003741493,323402319,324576710,324044891,1,1,0.015,30.2586,30.2889,64.2572,117.4391,0,1.36487952E-05,7.108748E-08,0.000122070313,13.9812946,13.9812927,1.90734863E-06,0.999999166,0.999999166,0,890,0,0,0
1003,31.489222603741492,323875599,324842558,324296729,1,1,0.0196,22.1047,22.1413,42.113,96.6959,0,1.38060941E-05,7.190674E-08,9.918213E-05,13.6092463,13.60924,6.67572E-06,0.999998748,0.999998748,0,890,0,0,0
1004,31.511900603741491,324199721,325069447,324572512,1,1,0.0139,24.3066,24.3334,37.2791,86.9726,0,1.35066648E-05,7.034721E-08,9.15527344E-05,12.8879919,12.887991,9.536743E-07,0.9999975,0.9999975,0,891,0,0,0
1005,31.541039003741492,324507118,325360370,324836466,1,1,0.0181,21.29,21.3286,32.9348,85.3252,0,1.270006E-05,6.614615E-08,9.918213E-05,9.286083,9.286092,8.583069E-06,0.9999073,0.9999073,0,893,0,0,0
1006,31.567607503741495,324685682,325626342,325356360,1,1,0.0113,22.3975,22.42,67.0678,94.066,0,1.654135E-05,8.615286E-08,0.000122070313,1.48172522,1.48173046,5.24520874E-06,0.814833045,0.8148338,7.748604E-07,894,0,0,0
1008,31.618552103741496,325310395,326136077,325620580,1,1,2.2144,22.6094,24.8377,31.0185,82.5682,0,1.50873475E-05,7.857994E-08,0.000122070313,-1.72531462,-1.725317,2.38418579E-06,0.151187882,0.151187569,3.12924385E-07,896,0,0,0
1009,31.638420803741493,325493223,326334641,325880493,1,1,0.0118,22.8887,22.9121,38.727,84.1418,0,1.26552068E-05,6.591254E-08,9.15527344E-05,9.070254,9.070262,7.62939453E-06,0.999884963,0.999884963,0,897,0,0,0
1010,31.667566103741496,325800456,326626013,326134318,1,1,0.0115,23.2051,23.2282,33.3862,82.5557,0,1.51309514E-05,7.880704E-08,0.00016784668,-0.705016,-0.705013752,2.2649765E-06,0.330701053,0.33070156,5.066395E-07,897,0,0,0
1011,31.68743340374149,325947391,326824732,326332120,1,1,0.0111,18.8789,18.8999,38.4729,87.7341,0,1.53067267E-05,7.972253E-08,0.000152587891,0.4861977,0.48619175,5.96046448E-06,0.6192103,0.6192089,1.43051147E-06,898,0,0,0
1012,31.718172803741492,326284586,327132026,326622568,1,1,0.0207,23.1633,23.2014,33.7982,84.744,0,1.42629242E-05,7.428606E-08,0.000106811523,2.20247388,2.20247364,2.38418579E-07,0.900471449,0.900471449,0,900,0,0,0
1013,31.741608403741491,326598085,327365386,327129662,1,1,0.0108,18.8293,18.853,53.1577,76.7301,0,1.38794894E-05,7.2289005E-08,0.000122070313,3.578766,3.57875729,8.821487E-06,0.9728477,0.972847462,2.38418579E-07,901,0,0,0
1015,31.793176203741492,327073472,327881904,327359520,1,1,5.3063,16.3153,21.6379,28.6048,80.8432,0,1.45037575E-05,7.55404059E-08,0.000122070313,6.79163647,6.79163647,0,0.9988781,0.9988781,0,902,0,0,0
1016,31.817903803741491,327235377,328129574,327577125,1,1,0.0146,19.6227,19.6543,34.1748,89.4197,0,1.411671E-05,7.352453E-08,0.000122070313,7.59116173,7.59116,1.90734863E-06,0.9994954,0.9994954,0,904,0,0,0
1017,31.841798503741497,327390952,328368081,328127060,1,1,0.0165,26.3728,26.4022,73.6108,97.7129,0,1.375919E-05,7.166245E-08,7.62939453E-05,9.554986,9.554986,0,0.99992913,0.99992913,0,905,0,0,0
